Rk,Team,Date,SCA,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,SCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
1552,Espanyol,2025-01-17,20,,Valladolid,es La Liga,W 2-1,2,1,+1,36,2,0,0,0,20,10,4,1,0,5,0,Match Report
1553,Espanyol,2024-08-31,20,,Rayo Vallecano,es La Liga,W 2-1,2,1,+1,47,2,0,0,0,20,15,3,0,1,1,0,Match Report
1554,Espanyol,2024-08-19,20,@,Valladolid,es La Liga,L 0-1,0,1,-1,54,0,0,0,0,20,16,2,0,0,2,0,Match Report
1555,RB Leipzig,2024-10-26,20,,Freiburg,de Bundesliga,W 3-1,3,1,+2,43,3,0,0,0,20,14,1,3,0,1,1,Match Report
1556,Venezia,2024-08-18,20,@,Lazio,it Serie A,L 1-3,1,3,-2,33,1,0,0,0,20,17,1,1,0,1,0,Match Report
1557,Newcastle Utd,2024-12-30,20,@,Manchester Utd,eng Premier League,W 2-0,2,0,+2,48,2,0,0,0,20,19,0,1,0,0,0,Match Report
1558,Newcastle Utd,2024-10-27,20,@,Chelsea,eng Premier League,L 1-2,1,2,-1,50,1,0,0,0,20,13,3,0,2,2,0,Match Report
1559,Bochum,2025-02-22,20,@,Wolfsburg,de Bundesliga,D 1-1,1,1,0,46,1,0,0,0,20,14,3,1,2,0,0,Match Report
1560,Bochum,2025-01-11,20,@,Mainz 05,de Bundesliga,L 0-2,0,2,-2,42,0,0,0,0,20,12,4,0,4,0,0,Match Report
1561,Bochum,2024-09-14,20,@,Freiburg,de Bundesliga,L 1-2,1,2,-1,46,1,0,0,0,20,14,3,0,2,0,1,Match Report
1562,Ipswich Town,2025-02-26,20,@,Manchester Utd,eng Premier League,L 2-3,2,3,-1,55,2,0,0,0,20,14,3,1,0,1,1,Match Report
1563,Ipswich Town,2024-08-31,20,,Fulham,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,20,12,3,3,0,1,1,Match Report
1564,Strasbourg,2025-01-05,20,,Auxerre,fr Ligue 1,W 3-1,3,1,+2,60,2,1,1,0,20,14,1,3,0,1,1,Match Report
1565,Strasbourg,2024-11-24,20,@,Nice,fr Ligue 1,L 1-2,1,2,-1,46,1,0,0,0,20,15,3,1,1,0,0,Match Report
1566,Cagliari,2025-03-16,20,@,Roma,it Serie A,L 0-1,0,1,-1,39,0,0,0,0,20,15,3,0,1,1,0,Match Report
1567,Cagliari,2024-08-26,20,,Como,it Serie A,D 1-1,1,1,0,47,1,0,0,0,20,13,4,1,1,1,0,Match Report
1568,Cagliari,2024-08-18,20,,Roma,it Serie A,D 0-0,0,0,0,43,0,0,0,0,20,15,1,0,2,1,1,Match Report
1569,Lille,2024-10-05,20,,Toulouse,fr Ligue 1,W 2-1,2,1,+1,57,2,0,0,0,20,16,1,2,0,1,0,Match Report
1570,Roma,2025-04-06,20,,Juventus,it Serie A,D 1-1,1,1,0,41,1,0,0,0,20,14,3,0,2,0,1,Match Report
1571,Roma,2025-03-02,20,,Como,it Serie A,W 2-1,2,1,+1,48,2,0,0,0,20,12,2,4,1,0,1,Match Report
1572,Chelsea,2024-12-22,20,@,Everton,eng Premier League,D 0-0,0,0,0,75,0,0,0,0,20,14,2,0,3,1,0,Match Report
1573,Chelsea,2024-08-18,20,,Manchester City,eng Premier League,L 0-2,0,2,-2,48,0,0,0,0,20,18,0,1,1,0,0,Match Report
1574,Brighton,2025-02-14,20,,Chelsea,eng Premier League,W 3-0,3,0,+3,31,3,0,0,0,20,13,3,2,0,0,2,Match Report
1575,Everton,2024-10-26,20,,Fulham,eng Premier League,D 1-1,1,1,0,40,1,0,0,0,20,19,1,0,0,0,0,Match Report
1576,Lyon,2025-03-02,20,,Brest,fr Ligue 1,W 2-1,2,1,+1,66,2,0,0,0,20,17,1,2,0,0,0,Match Report
1577,Nantes,2024-10-06,20,@,Lyon,fr Ligue 1,L 0-2,0,2,-2,39,0,0,0,0,20,14,2,1,0,1,2,Match Report
1578,Atlético Madrid,2025-03-29,20,@,Espanyol,es La Liga,D 1-1,1,1,0,61,1,0,0,0,20,15,2,0,1,1,1,Match Report
1579,Atlético Madrid,2024-12-15,20,,Getafe,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,20,18,1,0,1,0,0,Match Report
1580,Atlético Madrid,2024-11-23,20,,Alavés,es La Liga,W 2-1,2,1,+1,70,1,1,1,0,20,17,1,0,1,1,0,Match Report
1581,Milan,2025-01-14,20,@,Como,it Serie A,W 2-1,2,1,+1,48,2,0,0,0,20,11,2,2,3,1,1,Match Report
1582,Real Sociedad,2024-09-28,20,,Valencia,es La Liga,W 3-0,3,0,+3,61,3,0,0,0,20,16,2,0,1,1,0,Match Report
1583,Parma,2025-03-08,20,,Torino,it Serie A,D 2-2,2,2,0,53,2,0,0,0,20,11,6,0,2,1,0,Match Report
1584,Eint Frankfurt,2025-01-26,20,@,Hoffenheim,de Bundesliga,D 2-2,2,2,0,49,1,1,1,0,20,12,3,1,2,2,0,Match Report
1585,Celta Vigo,2024-09-22,20,@,Athletic Club,es La Liga,L 1-3,1,3,-2,67,0,1,1,0,20,13,5,0,1,1,0,Match Report
1586,Brest,2025-01-11,20,,Lyon,fr Ligue 1,W 2-1,2,1,+1,33,2,0,0,0,20,16,2,1,1,0,0,Match Report
1587,Monaco,2025-02-01,20,,Auxerre,fr Ligue 1,W 4-2,4,2,+2,57,4,0,0,0,20,17,1,0,1,1,0,Match Report
1588,Fulham,2024-12-29,20,,Bournemouth,eng Premier League,D 2-2,2,2,0,52,2,0,0,0,20,15,2,1,2,0,0,Match Report
1589,Las Palmas,2024-10-21,19,@,Valencia,es La Liga,W 3-2,3,2,+1,52,3,0,0,0,19,15,0,0,2,1,1,Match Report
1590,Las Palmas,2024-08-25,19,@,Leganés,es La Liga,L 1-2,1,2,-1,61,1,0,0,0,19,13,4,0,2,0,0,Match Report
1591,Hoffenheim,2024-11-02,19,,St. Pauli,de Bundesliga,L 0-2,0,2,-2,67,0,0,0,0,19,12,2,0,2,2,1,Match Report
1592,Hoffenheim,2024-10-27,19,@,Heidenheim,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,19,15,1,1,1,0,1,Match Report
1593,Udinese,2024-12-23,19,@,Fiorentina,it Serie A,W 2-1,2,1,+1,49,2,0,0,0,19,15,3,0,0,1,0,Match Report
1594,Augsburg,2024-10-26,19,,Dortmund,de Bundesliga,W 2-1,2,1,+1,25,2,0,0,0,19,14,1,1,0,2,1,Match Report
1595,Hellas Verona,2025-04-06,19,@,Torino,it Serie A,D 1-1,1,1,0,39,1,0,0,0,19,15,2,0,1,0,1,Match Report
1596,Torino,2025-01-11,19,,Juventus,it Serie A,D 1-1,1,1,0,41,1,0,0,0,19,12,4,0,3,0,0,Match Report
1597,Nice,2025-01-26,19,,Marseille,fr Ligue 1,W 2-0,2,0,+2,29,2,0,0,0,19,13,2,1,1,0,2,Match Report
1598,Nice,2024-11-02,19,@,Brest,fr Ligue 1,W 1-0,1,0,+1,37,1,0,0,0,19,14,1,2,2,0,0,Match Report
1599,Nice,2024-09-01,19,@,Angers,fr Ligue 1,W 4-1,4,1,+3,46,4,0,0,0,19,13,2,2,2,0,0,Match Report
1600,Arsenal,2025-02-15,19,@,Leicester City,eng Premier League,W 2-0,2,0,+2,60,2,0,0,0,19,17,0,1,0,1,0,Match Report
1601,Arsenal,2024-11-02,19,@,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,63,0,0,0,0,19,13,3,1,1,1,0,Match Report
1602,Heidenheim,2025-03-29,19,@,Wolfsburg,de Bundesliga,W 1-0,1,0,+1,39,0,1,1,0,19,14,3,0,0,1,1,Match Report
1603,Manchester Utd,2025-01-19,19,,Brighton,eng Premier League,L 1-3,1,3,-2,51,0,1,1,0,19,14,1,1,1,1,1,Match Report
1604,Barcelona,2025-02-02,19,,Alavés,es La Liga,W 1-0,1,0,+1,69,1,0,0,0,19,14,0,3,2,0,0,Match Report
1605,Montpellier,2025-02-09,19,@,Strasbourg,fr Ligue 1,L 0-2,0,2,-2,41,0,0,0,0,19,16,0,0,1,1,1,Match Report
1606,Montpellier,2024-12-01,19,,Lille,fr Ligue 1,D 2-2,2,2,0,42,2,0,0,0,19,12,4,1,1,1,0,Match Report
1607,Montpellier,2024-11-23,19,@,Saint-Étienne,fr Ligue 1,L 0-1,0,1,-1,67,0,0,0,0,19,12,2,1,2,1,1,Match Report
1608,Montpellier,2024-10-06,19,@,Reims,fr Ligue 1,L 2-4,2,4,-2,52,2,0,0,0,19,15,1,3,0,0,0,Match Report
1609,Como,2025-03-08,19,,Venezia,it Serie A,D 1-1,1,1,0,55,1,0,0,0,19,10,3,1,3,1,1,Match Report
1610,Como,2025-03-02,19,@,Roma,it Serie A,L 1-2,1,2,-1,52,1,0,0,0,19,14,1,3,1,0,0,Match Report
1611,Como,2024-11-24,19,,Fiorentina,it Serie A,L 0-2,0,2,-2,57,0,0,0,0,19,12,2,2,1,2,0,Match Report
1612,Como,2024-10-19,19,,Parma,it Serie A,D 1-1,1,1,0,61,1,0,0,0,19,16,2,0,1,0,0,Match Report
1613,Mallorca,2024-08-24,19,@,Osasuna,es La Liga,L 0-1,0,1,-1,54,0,0,0,0,19,15,1,2,1,0,0,Match Report
1614,Holstein Kiel,2025-04-05,19,@,Mainz 05,de Bundesliga,D 1-1,1,1,0,42,1,0,0,0,19,15,1,0,2,1,0,Match Report
1615,Holstein Kiel,2025-01-14,19,,Dortmund,de Bundesliga,W 4-2,4,2,+2,25,4,0,0,0,19,12,3,0,1,2,1,Match Report
1616,Athletic Club,2024-10-19,19,,Espanyol,es La Liga,W 4-1,4,1,+3,56,4,0,0,0,19,15,1,3,0,0,0,Match Report
1617,Southampton,2025-03-15,19,,Wolves,eng Premier League,L 1-2,1,2,-1,60,1,0,0,0,19,11,3,1,3,1,0,Match Report
1618,Southampton,2025-01-19,19,@,Nott'ham Forest,eng Premier League,L 2-3,2,3,-1,55,2,0,0,0,19,7,7,3,1,1,0,Match Report
1619,Southampton,2024-11-29,19,@,Brighton,eng Premier League,D 1-1,1,1,0,47,1,0,0,0,19,13,1,3,1,0,1,Match Report
1620,Southampton,2024-09-21,19,,Ipswich Town,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,19,12,0,4,2,1,0,Match Report
1621,Toulouse,2025-03-16,19,@,Strasbourg,fr Ligue 1,L 1-2,1,2,-1,43,1,0,0,0,19,13,1,2,1,1,1,Match Report
1622,Toulouse,2024-11-22,19,@,Paris S-G,fr Ligue 1,L 0-3,0,3,-3,28,0,0,0,0,19,14,1,0,2,1,1,Match Report
1623,Toulouse,2024-09-29,19,,Lyon,fr Ligue 1,L 1-2,1,2,-1,46,1,0,0,0,19,12,3,0,1,3,0,Match Report
1624,Fiorentina,2024-12-15,19,@,Bologna,it Serie A,L 0-1,0,1,-1,50,0,0,0,0,19,11,2,1,2,3,0,Match Report
1625,Crystal Palace,2025-02-22,19,@,Fulham,eng Premier League,W 2-0,2,0,+2,38,1,0,0,0,19,13,2,1,1,2,0,Match Report
1626,Bournemouth,2024-12-22,19,@,Manchester Utd,eng Premier League,W 3-0,3,0,+3,40,2,1,1,0,19,14,2,1,0,2,0,Match Report
1627,Wolfsburg,2025-04-06,19,@,Union Berlin,de Bundesliga,L 0-1,0,1,-1,54,0,0,0,0,19,14,1,2,1,1,0,Match Report
1628,Wolfsburg,2025-02-08,19,,Leverkusen,de Bundesliga,D 0-0,0,0,0,41,0,0,0,0,19,12,1,1,3,2,0,Match Report
1629,Real Madrid,2024-12-04,19,@,Athletic Club,es La Liga,L 1-2,1,2,-1,63,1,0,1,1,19,12,3,1,1,1,1,Match Report
1630,Real Madrid,2024-10-05,19,,Villarreal,es La Liga,W 2-0,2,0,+2,55,2,0,0,0,19,10,4,3,0,1,1,Match Report
1631,St. Pauli,2025-03-29,19,@,Bayern Munich,de Bundesliga,L 2-3,2,3,-1,35,2,0,0,0,19,15,1,1,0,2,0,Match Report
1632,St. Pauli,2024-11-29,19,,Holstein Kiel,de Bundesliga,W 3-1,3,1,+2,49,3,0,0,0,19,11,3,2,2,1,0,Match Report
1633,Marseille,2024-09-29,19,@,Strasbourg,fr Ligue 1,L 0-1,0,1,-1,59,0,0,0,0,19,16,1,2,0,0,0,Match Report
1634,Auxerre,2025-04-06,19,@,Rennes,fr Ligue 1,W 1-0,1,0,+1,37,1,0,0,0,19,12,3,0,2,1,1,Match Report
1635,Auxerre,2024-12-14,19,,Lens,fr Ligue 1,D 2-2,2,2,0,40,2,0,0,0,19,14,1,2,1,1,0,Match Report
1636,Auxerre,2024-11-24,19,,Angers,fr Ligue 1,W 1-0,1,0,+1,48,1,0,0,0,19,16,1,0,0,0,2,Match Report
1637,Le Havre,2025-02-23,19,,Toulouse,fr Ligue 1,L 1-4,1,4,-3,54,1,0,0,0,19,12,1,1,3,2,0,Match Report
1638,Le Havre,2024-12-15,19,,Strasbourg,fr Ligue 1,L 0-3,0,3,-3,56,0,0,0,0,19,16,1,0,1,1,0,Match Report
1639,Werder Bremen,2024-12-21,19,,Union Berlin,de Bundesliga,W 4-1,4,1,+3,54,4,0,0,0,19,15,1,0,2,0,1,Match Report
1640,Genoa,2024-10-19,19,,Bologna,it Serie A,D 2-2,2,2,0,39,2,0,0,0,19,16,1,1,0,1,0,Match Report
1641,Angers,2024-11-24,19,@,Auxerre,fr Ligue 1,L 0-1,0,1,-1,52,0,0,0,0,19,15,2,1,0,1,0,Match Report
1642,Angers,2024-11-01,19,@,Monaco,fr Ligue 1,W 1-0,1,0,+1,37,1,0,0,0,19,15,0,1,1,1,1,Match Report
1643,Angers,2024-09-15,19,@,Strasbourg,fr Ligue 1,D 1-1,1,1,0,48,1,0,0,0,19,15,2,0,0,1,1,Match Report
1644,Lazio,2025-03-10,19,,Udinese,it Serie A,D 1-1,1,1,0,49,1,0,0,0,19,15,1,1,2,0,0,Match Report
1645,Lazio,2025-01-10,19,,Como,it Serie A,D 1-1,1,1,0,37,1,0,0,0,19,12,0,2,1,2,2,Match Report
1646,Getafe,2025-03-09,19,,Atlético Madrid,es La Liga,W 2-1,2,1,+1,39,2,0,0,0,19,10,5,0,2,2,0,Match Report
1647,Getafe,2025-01-26,19,@,Real Sociedad,es La Liga,W 3-0,3,0,+3,44,3,0,0,0,19,14,3,0,1,1,0,Match Report
1648,Getafe,2025-01-12,19,@,Las Palmas,es La Liga,W 2-1,2,1,+1,37,2,0,0,0,19,16,1,0,0,1,1,Match Report
1649,Getafe,2024-10-05,19,,Osasuna,es La Liga,D 1-1,1,1,0,41,1,0,0,0,19,11,4,1,0,2,1,Match Report
1650,Union Berlin,2025-01-15,19,,Augsburg,de Bundesliga,L 0-2,0,2,-2,55,0,0,0,0,19,13,3,0,2,1,0,Match Report
1651,West Ham,2024-11-09,19,,Everton,eng Premier League,D 0-0,0,0,0,49,0,0,0,0,19,11,2,1,3,0,2,Match Report
1652,Leganés,2025-03-29,19,@,Real Madrid,es La Liga,L 2-3,2,3,-1,30,2,0,0,0,19,16,1,1,1,0,0,Match Report
1653,Leganés,2025-02-09,19,@,Valencia,es La Liga,L 0-2,0,2,-2,56,0,0,0,0,19,9,3,3,2,2,0,Match Report
1654,Leganés,2024-12-08,19,,Real Sociedad,es La Liga,L 0-3,0,3,-3,56,0,0,0,0,19,12,2,1,1,2,1,Match Report
1655,Leganés,2024-08-17,19,@,Osasuna,es La Liga,D 1-1,1,1,0,39,1,0,0,0,19,9,3,1,2,3,1,Match Report
1656,Reims,2025-03-16,19,@,Brest,fr Ligue 1,D 0-0,0,0,0,29,0,0,0,0,19,12,2,1,2,0,2,Match Report
1657,Reims,2025-01-19,19,,Le Havre,fr Ligue 1,D 1-1,1,1,0,55,1,0,0,0,19,17,0,0,1,1,0,Match Report
1658,Reims,2024-09-01,19,,Rennes,fr Ligue 1,W 2-1,2,1,+1,53,2,0,0,0,19,13,3,2,0,1,0,Match Report
1659,Aston Villa,2024-08-24,19,,Arsenal,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,19,13,1,1,3,0,1,Match Report
1660,Wolves,2024-12-29,19,@,Tottenham,eng Premier League,D 2-2,2,2,0,52,2,0,0,0,19,11,4,2,0,1,1,Match Report
1661,Wolves,2024-08-25,19,,Chelsea,eng Premier League,L 2-6,2,6,-4,40,2,0,0,0,19,12,3,0,0,2,2,Match Report
1662,Atalanta,2024-11-10,19,,Udinese,it Serie A,W 2-1,2,1,+1,54,1,0,0,0,19,15,3,0,1,0,0,Match Report
1663,Rayo Vallecano,2024-08-18,19,@,Real Sociedad,es La Liga,W 2-1,2,1,+1,34,2,0,0,0,19,9,6,2,1,1,0,Match Report
1664,Mainz 05,2025-02-22,19,,St. Pauli,de Bundesliga,W 2-0,2,0,+2,53,2,0,0,0,19,11,1,5,2,0,0,Match Report
1665,Mainz 05,2025-01-11,19,,Bochum,de Bundesliga,W 2-0,2,0,+2,58,2,0,0,0,19,15,3,0,1,0,0,Match Report
1666,Leicester City,2025-02-27,19,@,West Ham,eng Premier League,L 0-2,0,2,-2,42,0,0,0,0,19,14,2,0,1,2,0,Match Report
1667,Leicester City,2024-12-29,19,,Manchester City,eng Premier League,L 0-2,0,2,-2,53,0,0,0,0,19,17,1,0,1,0,0,Match Report
1668,RB Leipzig,2024-09-22,19,@,St. Pauli,de Bundesliga,D 0-0,0,0,0,69,0,0,0,0,19,19,0,0,0,0,0,Match Report
1669,Rennes,2024-09-15,19,,Montpellier,fr Ligue 1,W 3-0,3,0,+3,51,3,0,0,0,19,14,1,1,1,1,1,Match Report
1670,Bochum,2024-12-14,19,@,Union Berlin,de Bundesliga,W 2-0,2,0,+2,31,1,0,0,0,19,12,5,0,1,1,0,Match Report
1671,Ipswich Town,2025-03-15,19,,Nott'ham Forest,eng Premier League,L 2-4,2,4,-2,55,2,0,0,0,19,13,3,1,1,1,0,Match Report
1672,Ipswich Town,2024-12-14,19,@,Wolves,eng Premier League,W 2-1,2,1,+1,46,1,0,0,0,19,13,1,4,1,0,0,Match Report
1673,Manchester City,2025-02-15,19,,Newcastle Utd,eng Premier League,W 4-0,4,0,+4,61,4,0,0,0,19,15,3,1,0,0,0,Match Report
1674,Manchester City,2025-01-04,19,,West Ham,eng Premier League,W 4-1,4,1,+3,56,3,0,0,0,19,17,1,1,0,0,0,Match Report
1675,Manchester City,2024-08-18,19,@,Chelsea,eng Premier League,W 2-0,2,0,+2,52,2,0,0,0,19,16,0,3,0,0,0,Match Report
1676,Strasbourg,2025-03-16,19,,Toulouse,fr Ligue 1,W 2-1,2,1,+1,57,2,0,0,0,19,17,1,0,1,0,0,Match Report
1677,Strasbourg,2024-11-30,19,@,Brest,fr Ligue 1,L 1-3,1,3,-2,62,1,0,0,0,19,13,2,0,2,1,1,Match Report
1678,Strasbourg,2024-09-21,19,@,Lille,fr Ligue 1,D 3-3,3,3,0,37,3,0,0,0,19,14,1,2,2,0,0,Match Report
1679,Lille,2025-01-17,19,,Nice,fr Ligue 1,W 2-1,2,1,+1,55,2,0,0,0,19,14,3,0,1,1,0,Match Report
1680,Lille,2024-10-26,19,@,Lens,fr Ligue 1,W 2-0,2,0,+2,42,1,1,1,0,19,15,1,1,2,0,0,Match Report
1681,Roma,2025-01-12,19,@,Bologna,it Serie A,D 2-2,2,2,0,46,1,1,1,0,19,14,1,0,3,1,0,Match Report
1682,Chelsea,2025-04-03,19,,Tottenham,eng Premier League,W 1-0,1,0,+1,51,1,0,0,0,19,18,0,1,0,0,0,Match Report
1683,Chelsea,2024-10-20,19,@,Liverpool,eng Premier League,L 1-2,1,2,-1,57,1,0,0,0,19,15,1,0,1,2,0,Match Report
1684,Brighton,2025-01-04,19,,Arsenal,eng Premier League,D 1-1,1,1,0,45,0,1,1,0,19,13,1,1,1,3,0,Match Report
1685,Brighton,2024-10-19,19,@,Newcastle Utd,eng Premier League,W 1-0,1,0,+1,40,1,0,0,0,19,14,2,0,1,1,1,Match Report
1686,Brighton,2024-08-17,19,@,Everton,eng Premier League,W 3-0,3,0,+3,60,3,0,0,0,19,13,2,3,0,1,0,Match Report
1687,Saint-Étienne,2025-03-29,19,,Paris S-G,fr Ligue 1,L 1-6,1,6,-5,47,1,0,0,0,19,17,0,1,0,0,1,Match Report
1688,Saint-Étienne,2024-11-23,19,,Montpellier,fr Ligue 1,W 1-0,1,0,+1,33,1,0,0,0,19,14,2,1,1,0,1,Match Report
1689,Napoli,2024-09-29,19,,Monza,it Serie A,W 2-0,2,0,+2,49,2,0,0,0,19,12,3,1,2,1,0,Match Report
1690,Lyon,2025-01-18,19,,Toulouse,fr Ligue 1,D 0-0,0,0,0,62,0,0,0,0,19,16,1,1,0,1,0,Match Report
1691,Nantes,2025-03-15,19,,Lille,fr Ligue 1,W 1-0,1,0,+1,32,1,0,0,0,19,16,0,1,1,1,0,Match Report
1692,Nantes,2025-03-09,19,,Strasbourg,fr Ligue 1,L 0-1,0,1,-1,40,0,0,0,0,19,16,2,0,0,1,0,Match Report
1693,Nantes,2025-02-02,19,@,Reims,fr Ligue 1,W 2-1,2,1,+1,45,2,0,0,0,19,14,0,3,2,0,0,Match Report
1694,Atlético Madrid,2024-09-22,19,@,Rayo Vallecano,es La Liga,D 1-1,1,1,0,46,1,0,0,0,19,10,2,4,1,1,1,Match Report
1695,Milan,2025-02-02,19,,Inter,it Serie A,D 1-1,1,1,0,37,1,0,0,0,19,18,0,0,0,0,1,Match Report
1696,Valencia,2025-03-15,19,@,Girona,es La Liga,D 1-1,1,1,0,43,1,0,0,0,19,12,2,1,1,2,1,Match Report
1697,Valencia,2024-09-24,19,,Osasuna,es La Liga,D 0-0,0,0,0,52,0,0,0,0,19,15,2,1,1,0,0,Match Report
1698,Juventus,2024-12-14,19,,Venezia,it Serie A,D 2-2,2,2,0,69,1,1,1,0,19,12,2,1,2,1,1,Match Report
1699,Juventus,2024-10-27,19,@,Inter,it Serie A,D 4-4,4,4,0,53,4,0,0,0,19,17,1,1,0,0,0,Match Report
1700,Real Sociedad,2024-09-14,19,,Real Madrid,es La Liga,L 0-2,0,2,-2,48,0,0,0,0,19,11,3,1,2,1,1,Match Report
1701,Real Sociedad,2024-08-18,19,,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,66,1,0,0,0,19,15,2,0,1,0,1,Match Report
1702,Nott'ham Forest,2025-03-15,19,@,Ipswich Town,eng Premier League,W 4-2,4,2,+2,45,4,0,0,0,19,18,0,1,0,0,0,Match Report
1703,Nott'ham Forest,2025-01-06,19,@,Wolves,eng Premier League,W 3-0,3,0,+3,40,3,0,0,0,19,13,4,1,0,1,0,Match Report
1704,Nott'ham Forest,2024-12-07,19,@,Manchester Utd,eng Premier League,W 3-2,3,2,+1,29,3,0,0,0,19,14,2,0,3,0,0,Match Report
1705,Nott'ham Forest,2024-12-04,19,@,Manchester City,eng Premier League,L 0-3,0,3,-3,34,0,0,0,0,19,16,1,0,0,1,1,Match Report
1706,Parma,2025-03-31,19,@,Hellas Verona,it Serie A,D 0-0,0,0,0,58,0,0,0,0,19,15,2,0,1,1,0,Match Report
1707,Parma,2025-01-26,19,@,Milan,it Serie A,L 2-3,2,3,-1,39,2,0,0,0,19,12,0,2,3,1,1,Match Report
1708,Parma,2025-01-05,19,@,Torino,it Serie A,D 0-0,0,0,0,38,0,0,0,0,19,14,1,2,1,0,1,Match Report
1709,Celta Vigo,2025-03-15,19,@,Valladolid,es La Liga,W 1-0,1,0,+1,61,0,1,1,0,19,14,2,2,1,0,0,Match Report
1710,Celta Vigo,2025-03-01,19,@,Girona,es La Liga,D 2-2,2,2,0,49,1,1,1,0,19,15,0,2,0,1,1,Match Report
1711,Celta Vigo,2024-12-06,19,,Mallorca,es La Liga,W 2-0,2,0,+2,50,2,0,0,0,19,16,0,1,0,1,1,Match Report
1712,Brest,2025-03-30,19,@,Toulouse,fr Ligue 1,W 4-2,4,2,+2,47,4,0,0,0,19,9,2,3,3,1,1,Match Report
1713,Brest,2024-11-30,19,,Strasbourg,fr Ligue 1,W 3-1,3,1,+2,38,2,1,2,1,19,16,1,0,0,1,1,Match Report
1714,Brest,2024-10-19,19,,Rennes,fr Ligue 1,D 1-1,1,1,0,56,0,1,1,0,19,13,3,0,1,1,1,Match Report
1715,Betis,2024-10-06,19,@,Sevilla,es La Liga,L 0-1,0,1,-1,49,0,0,0,0,19,17,1,0,1,0,0,Match Report
1716,Lens,2025-02-08,19,@,Nice,fr Ligue 1,L 0-2,0,2,-2,40,0,0,0,0,19,15,1,2,1,0,0,Match Report
1717,Lens,2024-09-21,19,@,Rennes,fr Ligue 1,D 1-1,1,1,0,60,1,0,0,0,19,16,1,1,0,1,0,Match Report
1718,Fulham,2024-11-23,19,,Wolves,eng Premier League,L 1-4,1,4,-3,59,1,0,0,0,19,12,3,0,0,2,2,Match Report
1719,Fulham,2024-10-19,19,,Aston Villa,eng Premier League,L 1-3,1,3,-2,52,1,0,1,1,19,15,3,0,1,0,0,Match Report
1720,Fulham,2024-08-16,19,@,Manchester Utd,eng Premier League,L 0-1,0,1,-1,45,0,0,0,0,19,11,5,1,1,1,0,Match Report
1721,Las Palmas,2024-11-08,18,@,Rayo Vallecano,es La Liga,W 3-1,3,1,+2,36,2,0,0,0,18,13,2,2,1,0,0,Match Report
1722,Hoffenheim,2024-09-29,18,,Werder Bremen,de Bundesliga,L 3-4,3,4,-1,37,3,0,0,0,18,12,2,2,0,2,0,Match Report
1723,Osasuna,2025-03-16,18,,Getafe,es La Liga,L 1-2,1,2,-1,61,0,1,1,0,18,15,2,0,0,1,0,Match Report
1724,Udinese,2025-01-26,18,,Roma,it Serie A,L 1-2,1,2,-1,49,1,0,0,0,18,10,4,1,1,2,0,Match Report
1725,Udinese,2024-12-29,18,,Torino,it Serie A,D 2-2,2,2,0,44,2,0,0,0,18,12,3,0,2,1,0,Match Report
1726,Udinese,2024-12-09,18,@,Monza,it Serie A,W 2-1,2,1,+1,33,2,0,0,0,18,13,2,0,1,1,1,Match Report
1727,Udinese,2024-11-10,18,@,Atalanta,it Serie A,L 1-2,1,2,-1,46,1,0,0,0,18,13,1,2,1,0,1,Match Report
1728,Udinese,2024-09-22,18,@,Roma,it Serie A,L 0-3,0,3,-3,38,0,0,0,0,18,17,1,0,0,0,0,Match Report
1729,Bayern Munich,2024-09-01,18,,Freiburg,de Bundesliga,W 2-0,2,0,+2,66,1,1,1,0,18,12,1,3,2,0,0,Match Report
1730,Augsburg,2025-03-15,18,,Wolfsburg,de Bundesliga,W 1-0,1,0,+1,42,1,0,0,0,18,15,1,0,2,0,0,Match Report
1731,Augsburg,2025-01-19,18,@,Werder Bremen,de Bundesliga,W 2-0,2,0,+2,29,2,0,0,0,18,14,1,2,1,0,0,Match Report
1732,Augsburg,2024-10-19,18,@,Freiburg,de Bundesliga,L 1-3,1,3,-2,43,1,0,0,0,18,16,0,1,0,0,1,Match Report
1733,Hellas Verona,2024-09-01,18,@,Genoa,it Serie A,W 2-0,2,0,+2,42,1,1,1,0,18,15,2,0,0,1,0,Match Report
1734,Torino,2025-02-08,18,,Genoa,it Serie A,D 1-1,1,1,0,57,0,0,0,0,18,15,1,1,1,0,0,Match Report
1735,Torino,2024-12-07,18,@,Genoa,it Serie A,D 0-0,0,0,0,48,0,0,0,0,18,16,0,1,0,1,0,Match Report
1736,Nice,2025-03-29,18,@,Monaco,fr Ligue 1,L 1-2,1,2,-1,42,1,0,0,0,18,13,2,2,0,0,1,Match Report
1737,Nice,2024-08-18,18,@,Auxerre,fr Ligue 1,L 1-2,1,2,-1,55,1,0,0,0,18,16,0,0,0,1,1,Match Report
1738,Valladolid,2024-11-30,18,,Atlético Madrid,es La Liga,L 0-5,0,5,-5,45,0,0,0,0,18,8,4,3,0,3,0,Match Report
